Raw_Data,StDev,Low_Freq_Data,Cleaned_Data,FFT_Cleaned_Data,Amplitude,PUAL_Score,Noise,Corrected_PUAL
0.31359,,0.31390502320836033,-0.00031502320836035436,(-0.06312950475794926-0.055248773466431915j),0.08389136630505578,,,
0.31689,,0.3141871430890915,0.002702856910908491,(-0.05599831711271097-0j),0.05599831711271097,,,
0.31688,,0.3144684768357826,0.0024115231642173884,(-0.06312950475794926+0.055248773466431915j),0.08389136630505578,,,
0.31667,,0.3147485377117593,0.001921462288240694,(0.01637089088367202-0.00039220548823656193j),0.016375588339662746,,,
0.31052,,0.3150269205436349,-0.004506920543634885,(-0.02861855326184476-0.06109817967932475j),0.06746857898998687,,,
0.30392,,0.31530318865138424,-0.011383188651384213,(-0.05204035556896254-0.003951575551177922j),0.052190167245188226,,,
0.31,,0.31557696685616876,-0.0055769668561687635,(-0.02098498025058758-0.08179031148215932j),0.08443947209964184,,,
0.30768,,0.31584794648329045,-0.008167946483290445,(-0.013940375086656548+0.004912828675004671j),0.014780728775896767,,,
0.31112,,0.31611572055387255,-0.00499572055387254,(-0.02614907621461507-0.06944363892906778j),0.07420372749793966,,,
0.31129,,0.31637998038115406,-0.005089980381154047,(0.017455839728081707-0.003166006535900906j),0.017740629582904968,,,
0.31779,,0.31664039045835846,0.0011496095416415608,(0.04975411652515774-0.09037431257844536j),0.10316486070957263,,,
0.32455,,0.3168967005748901,0.007653299425109894,(-0.04450494351384426-0.08944899596956976j),0.09990902300160169,,,
0.34428,,0.31714867467698193,0.02713132532301804,(0.0842265027234198-0.08157080470843749j),0.11725143897539293,,,
0.33784,,0.3173961417620751,0.020443858237924883,(0.0005404997276602305-0.01662240259864753j),0.01663118781407765,,,
0.33175,,0.31763890356359803,0.01411109643640196,(0.02090724645583609-0.06997876424274319j),0.07303519972798392,,,
0.32857,,0.3178768431246969,0.01069315687530309,(0.06067219770099412-0.03361022312321531j),0.06935966170809106,,,
0.32872,,0.318109902271306,0.010610097728694035,(-0.049069806990772166-0.0034661746875731536j),0.04919207583621986,,,
0.32891,,0.31833799284642605,0.010572007153573926,(0.09131688378934688-0.032761829226818334j),0.0970160333103982,,,
0.30813,,0.3185611419788042,-0.010431141978804181,(-0.03739735624038095-0.004023177853425434j),0.03761313884549192,,,
0.32543,,0.3187793776117212,0.006650622388278793,(0.027262550426817016-0.036632833873805934j),0.045664112532716586,,,
0.33214,,0.31899268079934573,0.013147319200654262,(-0.007684953444682344-0.023006004912128508j),0.02425561319496615,,,
0.32555,,0.31920125439069885,0.006348745609301154,(-0.030534904929182358-0.04101784241419304j),0.05113554356169277,,,
0.32225,,0.3194052012195082,0.002844798780491764,(0.06275043171406414-0.04108643194208787j),0.07500474365020685,,,
0.32225,,0.3196047622232689,0.002645237776731091,(-0.010341285326946559-0.1498059556665936j),0.15016246713275166,,,
0.33217,,0.3197999024744391,0.012370097525560897,(-0.018001431033681778-0.08905661735881672j),0.09085776034360024,,,
0.32222,,0.3199910078971006,0.0022289921028993964,(-0.016840787380557998-0.045132955769526695j),0.04817256289726772,,,
0.32223,,0.3201782813324512,0.0020517186675488297,(0.03213923008678062-0.14484648422223173j),0.14836924917957983,,,
0.31559,,0.3203620753660578,-0.0047720753660578374,(-0.015065902307105578-0.05673266257348062j),0.05869903248779879,,,
0.3189,,0.3205426852115554,-0.0016426852115553614,(-0.01770569222546657-0.07308288373852305j),0.07519707063923052,,,
0.3189,,0.3207204188756413,-0.001820418875641272,(0.013811260663614763-0.02870985647332884j),0.031859171047556374,,,
0.31558,,0.32089560750726903,-0.0053156075072690046,(0.024672710818682816-0.04731457512657152j),0.05336114390219093,,,
0.31891,,0.32106884455415746,-0.0021588445541574353,(0.04700685574585092-0.03820096633841633j),0.06057192680029302,,,
0.31169,,0.3212400640794333,-0.009550064079433263,(0.00859687822822865-0.013448674310953215j),0.01596161508097112,,,
0.31817,,0.3214097721807316,-0.0032397721807315705,(0.031221460746972213-0.028957575804063915j),0.04258310472033286,,,
0.32133,,0.3215783046427774,-0.00024830464277741937,(0.05821677632907825+0.004904862451188959j),0.05842303245993834,,,
0.32447,,0.3217461078933049,0.0027238921066951027,(0.04990420936402152-0.015662654194789266j),0.052304386514647534,,,
0.32094,,0.3219137297529751,-0.0009737297529751054,(0.026137852352803425+0.07720454109098768j),0.08150906999032044,,,
0.33446,,0.32208104406304183,0.012378955936958147,(0.1437293235360493+0.0011538377730760246j),0.14373395488101243,,,
0.32453,,0.322248528908891,0.0022814710911089886,(0.0711021191490854+0.061855569689302586j),0.09424236228511522,,,
0.32515,,0.3224165111480217,0.002733488851978272,(0.16433504182460637-0.003315257264823658j),0.16436847904092527,,,
0.32192,,0.3225851997856052,-0.0006651997856051972,(0.1679746174810035-0.053314903096062405j),0.17623266158698273,,,
0.32206,,0.32275485998230585,-0.0006948599823058399,(0.032653679538195576+0.016471054380805407j),0.03657264578614215,,,
0.32891,,0.3229257161622566,0.005984283837743354,(0.12643481523670808-0.0004111139813380363j),0.12643548362167228,,,
0.33513,,0.3230979313103453,0.012032068689654674,(0.11177258393631337-0.02636568350281895j),0.11484014884338593,,,
0.32863,,0.32327177578403055,0.0053582242159694315,(0.023017564876080414+0.032197909198751595j),0.03957920728862092,,,
0.32202,,0.3234471892518297,-0.0014271892518297191,(0.11508768949199652+0.017454165518526986j),0.116403711996458,,,
0.32204,,0.32362422134876745,-0.0015842213487674561,(0.06165803277426672+0.021190127293667944j),0.06519765716890753,,,
0.31207,,0.323802904305558,-0.011732904305558012,(0.02925244249082541+0.03731754152943249j),0.04741628725954792,,,
0.31203,,0.3239831556575126,-0.011953155657512649,(0.05893897634020879+0.030681312283276703j),0.06644656391007467,,,
0.31537,,0.32416489282821725,-0.008794892828217271,(0.025008841574759764+0.055973592139778684j),0.06130648557813216,,,
0.31538,,0.32434799834169326,-0.008967998341693262,(0.0032882739356785012+0.055616985192656905j),0.05571410761554276,,,
0.31206,,0.3245323326494639,-0.012472332649463902,(0.023001024863065007+0.004281138479480286j),0.023396052902825756,,,
0.30873,,0.324717646563851,-0.015987646563850988,(0.06812458669278457+0.06758745817316189j),0.09596365882130396,,,
0.30873,,0.32490379917006135,-0.016173799170061343,(0.022671369773992457+0.05512267728846843j),0.05960285696908943,,,
0.31206,,0.3250904205808391,-0.013030420580839086,(0.1840200783287717+0.04961905183415441j),0.1905923386000806,,,
0.31206,,0.3252771478426241,-0.013217147842624122,(0.08866838720454018-0.005240455035750012j),0.0888231121861646,,,
0.31205,,0.32546366941326543,-0.013413669413265439,(0.09077872368735826+0.01646654316761173j),0.09226008735198857,,,
0.31205,,0.3256495885842229,-0.013599588584222888,(0.07508416542988186+0.06640638844029274j),0.10023692096221289,,,
0.31537,,0.32583445670636096,-0.01046445670636098,(0.1196433325469819-0.01812213925607972j),0.12100801194203813,,,
0.32533,,0.32601786948208167,-0.00068786948208166,(0.14717029190676764+0.04763435608581279j),0.15468718983688728,,,
0.32533,,0.3261992827767409,-0.0008692827767408651,(0.025098223491652798-0.012045954848844125j),0.027839286101790463,,,
0.32533,,0.32637825913456214,-0.001048259134562135,(0.11113456039119093+0.06621338399255437j),0.12936422508981654,,,
0.32533,,0.3265543581682273,-0.001224358168227302,(0.036458985943129255+0.0102375549946805j),0.03786905317367209,,,
0.32865,,0.32672699697497315,0.0019230030250268482,(0.06896095449366058-0.0017832364279548388j),0.06898400667426262,,,
0.32865,,0.32689573441213055,0.0017542655878694524,(0.04226968099353848+0.08710945638801447j),0.09682346473614184,,,
0.32865,,0.3270600428504117,0.001589957149588317,(0.019861182220882567+0.003461096209419423j),0.02016049965109891,,,
0.33529,,0.32721943207431786,0.008070567925682115,(0.04160598670390567+0.05738138786970269j),0.07087793594242738,,,
0.33861,,0.32737340421873956,0.011236595781260461,(0.0061393263388785715-0.050744542942673505j),0.051114576848058556,,,
0.33861,,0.3275214816597838,0.011088518340216236,(-0.008279755174093201+0.1025345687535049j),0.10286832425586676,,,
0.33861,,0.3276631985279621,0.010946801472037915,(-0.0740495584921125+0.07870994244156566j),0.10806753514368397,,,
0.33861,,0.32779816454895616,0.01081183545104386,(0.11838568791766255+0.0422198080021113j),0.1256888351902162,,,
0.33861,,0.3279260075130278,0.010683992486972216,(-0.050535864108446925+0.0991513661729092j),0.11128731722501778,,,
0.33861,,0.328046295304054,0.01056370469594603,(-0.029321355038749435+0.03779906474884473j),0.04783838581302418,,,
0.33529,,0.3281588139586933,0.007131186041306692,(-0.04813087694720114+0.10387975578234245j),0.11448836175396052,,,
0.33861,,0.32826316745886214,0.010346832541137885,(-0.07684985544270984+0.047792566043061355j),0.09049878259151213,,,
0.34193,,0.32835911007014945,0.01357088992985056,(0.04846142093664802+0.12280915033755965j),0.13202498523322137,,,
0.34525,,0.3284464539354498,0.0168035460645502,(-0.03412392015560767-0.05754219152522316j),0.06689951967175663,,,
0.34857,,0.32852504829646706,0.02004495170353293,(-0.09384566022160815-0.0254606683408189j),0.09723812819460638,,,
0.34857,,0.32859474623879115,0.019975253761208844,(-0.038832334895289686+0.03661283660560315j),0.053370872559182755,,,
0.34525,,0.3286555021404432,0.0165944978595568,(0.04138981242539028-0.022803200223658456j),0.047255714078291614,,,
0.34193,,0.3287072993195919,0.013222700680408095,(-0.010103605164831955-0.11298462325834965j),0.11343547915074025,,,
0.34193,,0.32875011676520266,0.013179883234797352,(0.04508127297620743-0.006582009562461515j),0.0455592364184878,,,
0.33861,,0.32878402687143865,0.009825973128561372,(-0.00501773360300297-0.1089295557177519j),0.1090450629757144,,,
0.33529,,0.32880909978585304,0.006480900214146934,(-0.09182075108966099-0.08584828529529451j),0.12570194278057822,,,
0.32865,,0.32882557555565384,-0.00017557555565383964,(-0.03746187785045228-0.037910526911224235j),0.053297282695920475,,,
0.32865,,0.32883352444241054,-0.0001835244424105431,(0.04021864205670376+0.08458681760452941j),0.09366145888970119,,,
0.32533,,0.32883321293724105,-0.0035032129372410403,(-0.04701032249786178-0.043940689150961276j),0.06434869528136818,,,
0.32533,,0.3288248658385068,-0.0034948658385067777,(-0.03508579129904846-0.022811692102594195j),0.04184956448595305,,,
0.32533,,0.32880880690185715,-0.0034788069018571455,(-0.05162546296674269+0.08347258847352845j),0.09814714184835724,,,
0.32533,,0.3287853592033043,-0.003455359203304309,(-0.06123038214663544-0.0252787235785951j),0.06624329070619932,,,
0.32201,,0.32875494172816405,-0.006744941728164033,(-0.024789193621616357+0.06257732540025304j),0.06730843761861613,,,
0.32201,,0.3287178744368921,-0.006707874436892081,(-0.032826914367508536+0.05940445226001043j),0.06787116659674856,,,
0.32201,,0.32867459237826974,-0.006664592378269718,(-0.1048876689871597+0.0673880698558117j),0.12466986429948394,,,
0.32201,,0.32862549204935465,-0.006615492049354632,(-0.025405390149558088+0.0718097951113717j),0.0761713891339028,,,
0.32533,,0.3285710349985558,-0.0032410349985557696,(4.0959474139165564e-05+0.054025205747136706j),0.05402522127394736,,,
0.32865,,0.3285116691029748,0.0001383308970251962,(-0.07388674796303075-0.13578757111222964j),0.15458821427622238,,,
0.32865,,0.3284478504199969,0.00020214958000308592,(-0.03140822625833907-0.005959997327370648j),0.031968707275041405,,,
0.32865,,0.32838002453599113,0.00026997546400886474,(-0.13396301150639014+0.06597768939375068j),0.14932897893443006,,,
0.32865,,0.3283087173081559,0.00034128269184408033,(-0.030995249028710554-0.06338412114833532j),0.07055673090569482,,,
0.32533,,0.3282344101512224,-0.002904410151222392,(-0.011866202018169205+0.016774558682358304j),0.02054732511359776,,,
0.32201,,0.3281575917868177,-0.006147591786817674,(-0.05643309335556537+0.03490696023735077j),0.06635653621678836,,,
0.32201,,0.32807875107567125,-0.00606875107567123,(-0.027923079043171584-0.0437796683987004j),0.051926464431457056,,,
0.32533,,0.32799829799288305,-0.0026682979928830397,(-0.13007964567076763-0.24734940982018155j),0.27946814622819643,,,
0.32533,,0.32791673898699947,-0.0025867389869994595,(0.002466544050216077-0.02920359137055497j),0.02930756879186687,,,
0.32865,,0.3278344477557496,0.0008155522442503949,(-0.030420243114701408-0.16015721915268338j),0.16302063071242912,,,
0.32865,,0.3277519099658414,0.0008980900341585829,(0.1604020190770166+0.012764916636875363j),0.16090913840030954,,,
0.32865,,0.3276695398529213,0.0009804601470786989,(-0.05645131335125897-0.12786691054959443j),0.13977373713462773,,,
0.33197,,0.32758775400562407,0.004382245994375922,(0.20655470847983154-0.06786138532411695j),0.21741668568280692,,,
0.32865,,0.32750689576382686,0.0011431042361731425,(0.03634777727626791-0.018658516436796488j),0.04085708198767238,,,
0.32533,,0.32742745814422486,-0.0020974581442248508,(0.1933681954239596-0.038721920728662776j),0.19720711484739967,,,
0.31818,,0.32734980945714254,-0.00916980945714252,(-0.015509313529094949+0.08681430998371298j),0.08818879307537877,,,
0.33123,,0.3272742924777827,0.0039557075222173,(0.09301460031013434-0.07405753546822884j),0.11889589745017283,,,
0.32777,,0.3272012178628194,0.0005687821371805901,(0.007722156253060849+0.01859704434541243j),0.020136577553842742,,,
0.32759,,0.32713087764366977,0.0004591223563302216,(0.037221706307222935-0.0500761112275403j),0.062394489629246486,,,
0.33069,,0.3270636361083425,0.0036263638916574914,(0.12498212372826135+0.18395112478443446j),0.22239277767293839,,,
0.33043,,0.3269995910998758,0.0034304089001241933,(0.05332291509550227+0.1730610465512365j),0.1810896438443993,,,
0.34079,,0.326939106072918,0.013850893927081998,(-0.08470162350880919+0.12087233062633174j),0.14759568196959325,,,
0.34072,,0.32688243137531076,0.013837568624689267,(0.037621490763756316-0.0827121193046557j),0.09086622720876553,,,
0.34727,,0.32682979375435467,0.020440206245645354,(0.09795377350408424+0.1608402158958619j),0.18832025061877147,,,
0.31437,,0.32678137476255026,-0.012411374762550276,(-0.14475847699664762-0.07908655471278522j),0.16495362923781742,,,
0.31437,,0.3267372441868333,-0.012367244186833326,(0.33649708133452527+0.041889630415489154j),0.33909442178101423,,,
0.31442,,0.3266976468873411,-0.01227764688734112,(-0.15050349616048858+0.20382153924593743j),0.25336637941351536,,,
0.3144,,0.3266626982684605,-0.012262698268460492,(-0.29293858967070696-0.023034715762540212j),0.29384284141105743,,,
0.31439,,0.3266325663006797,-0.012242566300679714,(-0.14781598024496376-0.302525584984639j),0.3367065392683628,,,
0.31439,,0.3266072869708228,-0.012217286970822805,(0.23067982927569197-0.188766756427814j),0.29807058218975596,,,
0.31439,,0.32658701926597766,-0.01219701926597766,(0.09759104920698751+0.4247868385091597j),0.4358530383695031,,,
0.36381,,0.32657173165337644,0.03723826834662358,(-0.2369185819934833-0.08397664609599685j),0.2513612770164394,,,
0.31459,,0.32656152247103376,-0.01197152247103378,(-0.0682322457042469+0.03670466522513289j),0.07747820211603905,,,
0.31459,,0.32655644384986404,-0.011966443849864061,(0.03016925229805259-0.1426807864018882j),0.14583549153921618,,,
